track_id,track_name_x,popularity,track_uri,artist_name,artist_popularity,artist_genres,album,track_name_y,danceability,energy,tempo,loudness,valence,speechiness,instrumentalness,liveness,acousticness
7qiZfU4dY1lWllzX7mPBI3,Shape of You,89,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,96,"['pop', 'uk pop']",÷ (Deluxe),Shape of You,0.825,0.652,95.977,-3.183,0.931,0.0802,0.0,0.0931,0.581
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,95,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,97,"['canadian contemporary r&b', 'canadian pop', 'pop']",After Hours,Blinding Lights,0.514,0.73,171.005,-5.934,0.334,0.0598,9.54e-05,0.0897,0.00146
1rgnBhdG2JDFTbYkYRZAku,Dance Monkey,68,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,78,"['australian pop', 'pop']",Dance Monkey,Dance Monkey,0.826,0.593,98.083,-6.401,0.541,0.0976,0.000161,0.17,0.688
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),88,spotify:track:0e7ipj03S05BNilyu5bRzt,Post Malone,91,"['dfw rap', 'melodic rap', 'rap']",beerbongs & bentleys,rockstar (feat. 21 Savage),0.585,0.52,159.801,-6.136,0.129,0.0712,7.01e-05,0.131,0.124
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,90,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,82,"['pop', 'uk pop']",Divinely Uninspired To A Hellish Extent,Someone You Loved,0.501,0.405,109.891,-5.679,0.446,0.0319,0.0,0.105,0.751
12VWzyPDBCc8fqeWCAfNwR,One Dance,2,spotify:track:12VWzyPDBCc8fqeWCAfNwR,Drake,98,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Views,One Dance,0.792,0.625,103.967,-5.609,0.37,0.0536,0.00188,0.329,0.00776
7crMiinWx373rNBZBaVske,Closer,57,spotify:track:7crMiinWx373rNBZBaVske,The Chainsmokers,85,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Collage EP,Closer,0.738,0.541,94.949,-5.597,0.657,0.0303,0.0,0.11,0.415
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,88,spotify:track:3KkXRkHbMCARz0aVfEt68P,Post Malone,91,"['dfw rap', 'melodic rap', 'rap']",Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Sunflower - Spider-Man: Into the Spider-Verse,0.76,0.479,89.911,-5.574,0.913,0.0466,0.0,0.0703,0.556
6v3KW9xbzN5yKLt9YKDYA2,Señorita,83,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'viral pop']",Shawn Mendes (Deluxe),Señorita,0.759,0.548,116.967,-6.049,0.749,0.029,0.0,0.0828,0.0392
1NtIMM4N0cFa1dNzN15chl,Believer,0,spotify:track:1NtIMM4N0cFa1dNzN15chl,Imagine Dragons,92,"['modern rock', 'rock']",Evolve,Believer,0.772,0.78,124.988,-4.288,0.719,0.108,0.0,0.119,0.0512
2Fxmhks0bxGSBdJ92vM42m,bad guy,88,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,92,"['art pop', 'electropop', 'pop']","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,0.701,0.425,135.128,-10.965,0.562,0.375,0.13,0.1,0.328
0tgVpDi06FyKpA1z0VMD4v,Perfect,90,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,96,"['pop', 'uk pop']",÷ (Deluxe),Perfect,0.599,0.448,95.05,-6.312,0.168,0.0232,0.0,0.106,0.163
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,88,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,83,"['pop', 'talent show', 'uk pop']",Back from the Edge,Say You Won't Let Go,0.358,0.557,85.043,-7.398,0.494,0.059,0.0,0.0902,0.695
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,87,spotify:track:34gCuhDGsG4bRPIf9bb02f,Ed Sheeran,96,"['pop', 'uk pop']",x (Deluxe Edition),Thinking out Loud,0.781,0.445,78.998,-6.061,0.591,0.0295,0.0,0.184,0.474
6DCZcSspjsKoFjzjrWoCdn,God's Plan,87,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,98,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Scorpion,God's Plan,0.754,0.449,77.169,-9.211,0.357,0.109,8.29e-05,0.552,0.0332
0s3nnoMeVWz3989MkNQiRf,Lucid Dreams,3,spotify:track:0s3nnoMeVWz3989MkNQiRf,Juice WRLD,95,"['chicago rap', 'melodic rap']",Goodbye & Good Riddance,Lucid Dreams,0.511,0.566,83.903,-7.23,0.218,0.2,0.0,0.34,0.349
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,86,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,94,"['dance pop', 'pop', 'uk pop']",Future Nostalgia,Don't Start Now,0.793,0.793,123.95,-4.521,0.679,0.083,0.0,0.0951,0.0123
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,88,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,Ed Sheeran,96,"['pop', 'uk pop']",x (Deluxe Edition),Photograph,0.614,0.379,107.989,-10.48,0.201,0.0476,0.000464,0.0986,0.607
3ee8Jmje8o58CHK66QrVC2,SAD!,88,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,92,"['emo rap', 'miami hip hop']",?,SAD!,0.74,0.613,75.023,-4.88,0.473,0.145,0.00372,0.123,0.258
7MXVkk9YMctZqd1Srtv4MB,Starboy,88,spotify:track:7MXVkk9YMctZqd1Srtv4MB,The Weeknd,97,"['canadian contemporary r&b', 'canadian pop', 'pop']",Starboy,Starboy,0.679,0.587,186.003,-7.015,0.486,0.276,6.35e-06,0.137,0.141
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,88,spotify:track:6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,85,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Memories...Do Not Open,Something Just Like This,0.617,0.635,103.019,-6.769,0.446,0.0317,1.44e-05,0.164,0.0498
2VxeLyX666F8uXCJ0dZF8B,Shallow,87,spotify:track:2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,87,"['art pop', 'dance pop', 'pop']",A Star Is Born Soundtrack,Shallow,0.572,0.385,95.799,-6.362,0.323,0.0308,0.0,0.231,0.371
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,88,spotify:track:50kpGaPAhYJ3sGmk6vplg0,Justin Bieber,96,"['canadian pop', 'pop']",Purpose (Deluxe),Love Yourself,0.609,0.378,100.418,-9.828,0.515,0.438,0.0,0.28,0.835
7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - Remastered 2011,77,spotify:track:7tFiyTwD0nx5a1eklYtX2J,Queen,88,"['classic rock', 'glam rock', 'rock']",A Night At The Opera (Deluxe Remastered Version),Bohemian Rhapsody - Remastered 2011,0.392,0.402,143.883,-9.961,0.228,0.0536,0.0,0.243,0.288
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),85,spotify:track:1rfofaqEpACxVEHIZBJe6W,Camila Cabello,87,"['dance pop', 'pop', 'post-teen pop']",Camila,Havana (feat. Young Thug),0.765,0.523,104.988,-4.333,0.394,0.03,3.56e-05,0.132,0.184
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),91,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,92,"['art pop', 'electropop', 'pop']",lovely (with Khalid),lovely (with Khalid),0.351,0.296,115.284,-10.109,0.12,0.0333,0.0,0.095,0.934
3U4isOIWM3VvDubwSI3y7a,All of Me,89,spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,81,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",Love In The Future (Expanded Edition),All of Me,0.422,0.264,119.93,-7.064,0.331,0.0322,0.0,0.132,0.922
5VnDkUNyX6u5Sk0yZiP8XB,Thunder,0,spotify:track:5VnDkUNyX6u5Sk0yZiP8XB,Imagine Dragons,92,"['modern rock', 'rock']",Evolve,Thunder,0.604,0.826,167.985,-4.804,0.241,0.0434,0.15,0.154,0.00782
6ocbgoVGwYJhOv1GgI9NsF,7 rings,88,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,93,"['dance pop', 'pop']","thank u, next",7 rings,0.778,0.317,140.048,-10.732,0.327,0.334,0.0,0.0881,0.592
0aOluBqXYd0rFSCsgDyAWX,Take Me to Church,67,spotify:track:0aOluBqXYd0rFSCsgDyAWX,Hozier,82,"['irish singer-songwriter', 'pop']",Hozier,Take Me to Church,0.575,0.664,129.07,-5.303,0.437,0.0481,0.0,0.116,0.637
21jGcNKet2qwijlDFuPiPb,Circles,90,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,91,"['dfw rap', 'melodic rap', 'rap']",Hollywood's Bleeding,Circles,0.695,0.762,120.042,-3.497,0.553,0.0395,0.00244,0.0863,0.192
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,89,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,92,"['emo rap', 'miami hip hop']",17,Jocelyn Flores,0.872,0.391,134.021,-9.144,0.437,0.242,4.13e-06,0.297,0.469
6gBFPUFcJLzWGx4lenP6h2,goosebumps,89,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,92,"['hip hop', 'rap', 'slap house']",Birds In The Trap Sing McKnight,goosebumps,0.841,0.728,130.049,-3.37,0.43,0.0484,0.0,0.149,0.0847
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,87,spotify:track:7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,90,"['melodic rap', 'philly rap', 'rap', 'trap']",Luv Is Rage 2,XO Tour Llif3,0.732,0.75,155.096,-6.366,0.401,0.231,0.0,0.109,0.00264
2ekn2ttSfGqwhhate0LSR0,New Rules,84,spotify:track:2ekn2ttSfGqwhhate0LSR0,Dua Lipa,94,"['dance pop', 'pop', 'uk pop']",Dua Lipa (Deluxe),New Rules,0.762,0.7,116.073,-6.021,0.608,0.0694,1.56e-05,0.153,0.00261
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,92,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,91,['pop'],Fine Line,Watermelon Sugar,0.548,0.816,95.39,-4.209,0.557,0.0465,0.0,0.335,0.122
2dpaYNEQHiRxtZbfNsse99,Happier,87,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,86,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",Happier,Happier,0.687,0.792,100.015,-2.749,0.671,0.0452,0.0,0.167,0.191
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,86,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,92,"['hip hop', 'rap', 'slap house']",ASTROWORLD,SICKO MODE,0.834,0.73,155.008,-3.714,0.446,0.222,0.0,0.124,0.00513
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,88,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,85,"['modern rock', 'rock']",Blurryface,Stressed Out,0.734,0.637,169.977,-5.677,0.648,0.141,2.29e-05,0.0602,0.0462
4vS8VaBwJJV5Ry7UFIQuoo,Lean On (feat. MØ & DJ Snake),0,spotify:track:4vS8VaBwJJV5Ry7UFIQuoo,Major Lazer,79,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",Peace Is The Mission,Lean On (feat. MØ & DJ Snake),0.723,0.809,98.007,-3.081,0.274,0.0625,0.00123,0.565,0.00346
09CtPGIpYB4BrO8qb1RGsF,Sorry,85,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,96,"['canadian pop', 'pop']",Purpose (Deluxe),Sorry,0.654,0.76,99.945,-3.669,0.41,0.045,0.0,0.299,0.0797
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,87,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,91,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",DAMN.,HUMBLE.,0.908,0.621,150.011,-6.638,0.421,0.102,5.39e-05,0.0958,0.000282
5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),94,spotify:track:5PjdY0CKGZdEuoNab3yDmX,The Kid LAROI,88,['australian hip hop'],F*CK LOVE 3: OVER YOU,STAY (with Justin Bieber),0.591,0.764,169.928,-5.484,0.478,0.0483,0.0,0.103,0.0383
6GmUVqe73u5YRfUUynZK6I,Let Her Go,0,spotify:track:6GmUVqe73u5YRfUUynZK6I,Passenger,75,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",All the Little Lights,Let Her Go,0.479,0.545,74.897,-7.346,0.244,0.0688,0.0,0.0963,0.365
7dt6x5M1jzdTEt8oCbisTK,Better Now,85,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,91,"['dfw rap', 'melodic rap', 'rap']",beerbongs & bentleys,Better Now,0.68,0.578,145.038,-5.804,0.341,0.04,0.0,0.135,0.331
7fPuWrlpwDcHm5aHCH5D9t,Roses - Imanbek Remix,2,spotify:track:7fPuWrlpwDcHm5aHCH5D9t,SAINt JHN,76,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']",Roses (Imanbek Remix),Roses - Imanbek Remix,0.785,0.721,121.962,-5.457,0.894,0.0506,0.00432,0.285,0.0149
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,86,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,DJ Snake,82,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",Encore,Let Me Love You,0.649,0.716,99.988,-5.371,0.163,0.0349,2.63e-05,0.135,0.0863
7gHs73wELdeycvS48JfIos,Faded,77,spotify:track:7gHs73wELdeycvS48JfIos,Alan Walker,85,['electro house'],Faded,Faded,0.589,0.651,90.011,-5.097,0.166,0.0306,3.2e-06,0.111,0.0291
0w75KG0DuLDi6tdHmEMovD,Don't Let Me Down,57,spotify:track:0w75KG0DuLDi6tdHmEMovD,The Chainsmokers,85,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Collage EP,Don't Let Me Down,0.534,0.868,159.763,-5.057,0.406,0.205,0.0032,0.148,0.187
3a1lNhkSLSkpJE4MSHpDu9,Congratulations,86,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,Post Malone,91,"['dfw rap', 'melodic rap', 'rap']",Stoney (Deluxe),Congratulations,0.63,0.804,123.146,-4.183,0.492,0.0363,0.0,0.253,0.215
6rPO02ozF3bM7NnOV4h6s2,Despacito - Remix,76,spotify:track:6rPO02ozF3bM7NnOV4h6s2,Luis Fonsi,80,"['latin', 'latin pop', 'puerto rican pop']",Despacito Feat. Justin Bieber (Remix),Despacito - Remix,0.653,0.816,178.085,-4.353,0.816,0.167,0.0,0.0967,0.228
4QRZirU4s1f30iDHzuKncj,Wake Me Up,56,spotify:track:4QRZirU4s1f30iDHzuKncj,Avicii,85,"['dance pop', 'edm', 'pop', 'pop dance']",Wake Me Up,Wake Me Up,0.516,0.806,124.118,-5.133,0.577,0.0538,0.000674,0.115,0.00389
1MtUq6Wp1eQ8PC6BbPCj8P,I Took A Pill In Ibiza - Seeb Remix,76,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,Mike Posner,75,"['dance pop', 'edm', 'pop', 'pop rap', 'pop rock']","At Night, Alone.",I Took A Pill In Ibiza - Seeb Remix,0.664,0.714,101.969,-6.645,0.71,0.111,8.42e-06,0.0843,0.0353
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,86,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,Sam Smith,86,"['dance pop', 'pop', 'uk pop']",In The Lonely Hour,Stay With Me,0.418,0.42,84.094,-6.444,0.184,0.0414,6.39e-05,0.11,0.588
1fh2TfUOtOoXEE8qQynYEC,Counting Stars,0,spotify:track:1fh2TfUOtOoXEE8qQynYEC,OneRepublic,86,"['dance pop', 'piano rock', 'pop', 'pop rock']",Native (Deluxe),Counting Stars,0.663,0.712,122.014,-4.945,0.48,0.0381,0.0,0.119,0.0649
0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),79,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,96,"['pop', 'uk pop']",No.6 Collaborations Project,I Don't Care (with Justin Bieber),0.798,0.676,101.956,-5.041,0.843,0.0442,0.0,0.0894,0.0902
1rtDwblY1CJ9i490fMzJnc,Treat You Better,0,spotify:track:1rtDwblY1CJ9i490fMzJnc,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'viral pop']",Illuminate (Deluxe),Treat You Better,0.455,0.797,165.717,-4.133,0.757,0.36,0.0,0.11,0.132
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",85,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,93,"['dance pop', 'pop']","thank u, next","thank u, next",0.717,0.653,106.966,-5.634,0.412,0.0658,0.0,0.101,0.229
6FZDfxM3a3UCqtzo5pxSLZ,Without Me,82,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Halsey,87,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",Manic,Without Me,0.752,0.488,136.041,-7.05,0.533,0.0705,9.11e-06,0.0936,0.297
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),86,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,Mark Ronson,79,"['dance pop', 'pop']",Uptown Special,Uptown Funk (feat. Bruno Mars),0.856,0.609,114.988,-7.223,0.928,0.0824,8.15e-05,0.0344,0.00801
3JvrhDOgAt6p7K8mDyZwRd,Riptide,83,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,Vance Joy,79,"['folk-pop', 'modern rock', 'pop', 'pop rock']",Dream Your Life Away (Special Edition),Riptide,0.484,0.731,101.654,-6.694,0.51,0.0379,0.0,0.151,0.431
25khomWgBVamSdKw7hzm3l,The Hills,0,spotify:track:25khomWgBVamSdKw7hzm3l,The Weeknd,97,"['canadian contemporary r&b', 'canadian pop', 'pop']",Beauty Behind The Madness,The Hills,0.356,0.567,135.553,-7.011,0.109,0.0798,0.0,0.137,0.0861
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),86,spotify:track:3bidbhpOYeV4knp8AIu8Xn,Macklemore & Ryan Lewis,77,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",The Heist,Can't Hold Us (feat. Ray Dalton),0.641,0.922,146.078,-4.457,0.847,0.0786,0.0,0.0862,0.0291
3VlbOrM6nYPprVvzBZllE5,Too Good At Goodbyes,78,spotify:track:3VlbOrM6nYPprVvzBZllE5,Sam Smith,86,"['dance pop', 'pop', 'uk pop']",The Thrill Of It All (Special Edition),Too Good At Goodbyes,0.681,0.372,91.873,-8.237,0.476,0.0432,0.0,0.169,0.64
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,87,spotify:track:3B54sVLJ402zGa6Xm4YGNe,French Montana,80,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Jungle Rules,Unforgettable,0.726,0.769,97.985,-5.043,0.733,0.123,0.0101,0.104,0.0293
0nbXyq5TXYPCO7pr3N8S4I,The Box,86,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,84,"['melodic rap', 'rap', 'trap']",Please Excuse Me for Being Antisocial,The Box,0.896,0.586,116.971,-6.687,0.642,0.0559,0.0,0.79,0.104
3zkWCteF82vJwv0hRLba76,Stitches,83,spotify:track:3zkWCteF82vJwv0hRLba76,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'viral pop']",Handwritten,Stitches,0.746,0.754,149.882,-6.684,0.746,0.0676,0.0,0.0486,0.0152
0JP9xo3adEtGSdUEISiszL,Moonlight,87,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,92,"['emo rap', 'miami hip hop']",?,Moonlight,0.921,0.537,128.009,-5.723,0.711,0.0804,0.00404,0.102,0.556
2b8fOow8UzyDFAE27YhOZM,Memories,37,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,90,"['pop', 'pop rock']",Memories,Memories,0.764,0.32,91.019,-7.209,0.575,0.0546,0.0,0.0822,0.837
27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,81,spotify:track:27SdWb2rFzO6GWiYDBTD9j,Sia,88,"['australian dance', 'australian pop', 'pop']",This Is Acting,Cheap Thrills,0.628,0.698,89.976,-5.608,0.732,0.105,0.00143,0.0907,0.0472
3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),16,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,24kGoldn,81,"['cali rap', 'pop rap']",Mood (feat. iann dior),Mood (feat. iann dior),0.7,0.722,90.989,-3.558,0.756,0.0369,0.0,0.272,0.221
6V1bu6o1Yo5ZXnsCJU8Ovk,Girls Like You (feat. Cardi B) - Cardi B Version,70,spotify:track:6V1bu6o1Yo5ZXnsCJU8Ovk,Maroon 5,90,"['pop', 'pop rock']",Red Pill Blues (Deluxe),Girls Like You (feat. Cardi B) - Cardi B Version,0.851,0.541,124.959,-6.825,0.448,0.0505,0.0,0.13,0.568
3LlAyCYU26dvFZBDUIMb7a,Demons,78,spotify:track:3LlAyCYU26dvFZBDUIMb7a,Imagine Dragons,92,"['modern rock', 'rock']",Night Visions,Demons,0.505,0.71,89.938,-3.015,0.428,0.0321,0.00025,0.329,0.19
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,87,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,92,"['dance pop', 'pop']",24K Magic,That's What I Like,0.853,0.56,134.066,-4.961,0.86,0.0406,0.0,0.0944,0.013
5kqIPrATaCc2LqxVWzQGbk,7 Years,84,spotify:track:5kqIPrATaCc2LqxVWzQGbk,Lukas Graham,76,"['danish pop', 'pop', 'scandipop']",Lukas Graham,7 Years,0.765,0.473,119.992,-5.829,0.34,0.0514,0.0,0.391,0.287
7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),86,spotify:track:7ytR5pFWmSjzHJIeQkgog4,DaBaby,89,"['north carolina hip hop', 'rap', 'trap']",BLAME IT ON BABY,ROCKSTAR (feat. Roddy Ricch),0.746,0.69,89.977,-7.956,0.497,0.164,0.0,0.101,0.247
7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,79,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,The Killers,81,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",Hot Fuss,Mr. Brightside,0.356,0.924,148.017,-3.74,0.232,0.0808,0.0,0.0953,0.00101
6habFhsOp2NvshLv26DqMb,Despacito,84,spotify:track:6habFhsOp2NvshLv26DqMb,Luis Fonsi,80,"['latin', 'latin pop', 'puerto rican pop']",VIDA,Despacito,0.655,0.797,177.928,-4.787,0.839,0.153,0.0,0.067,0.198
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,94,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,89,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",I Love You.,Sweater Weather,0.612,0.807,124.053,-2.81,0.398,0.0336,0.0177,0.101,0.0495
2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,86,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,82,"['dance pop', 'electropop', 'pop']",I met you when I was 18. (the playlist),I Like Me Better,0.752,0.505,91.97,-7.621,0.419,0.253,2.55e-06,0.104,0.535
7wqSzGeodspE3V6RBD5W8L,See You Again (feat. Charlie Puth),0,spotify:track:7wqSzGeodspE3V6RBD5W8L,Wiz Khalifa,87,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),0.689,0.481,80.025,-7.503,0.283,0.0815,1.03e-06,0.0649,0.369
5wj4E6IsrVtn8IBJQOd0Cl,Wonderwall - Remastered,3,spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,Oasis,79,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Wonderwall - Remastered,0.372,0.865,174.53,-4.918,0.478,0.0381,0.0,0.234,0.000453
58q2HKrzhC3ozto2nDdN4z,I Like It,84,spotify:track:58q2HKrzhC3ozto2nDdN4z,Cardi B,86,"['dance pop', 'pop', 'pop rap', 'rap']",Invasion of Privacy,I Like It,0.816,0.726,136.048,-3.998,0.65,0.129,0.0,0.372,0.099
1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",77,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake,83,"['dance pop', 'pop']",TROLLS (Original Motion Picture Soundtrack),"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",0.669,0.832,113.035,-5.721,0.7,0.0682,0.0,0.0968,0.0106
5Z01UMMf7V1o0MzF86s6WJ,"Lose Yourself - From ""8 Mile"" Soundtrack",81,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,Eminem,95,"['detroit hip hop', 'hip hop', 'rap']",Curtain Call: The Hits (Deluxe Edition),"Lose Yourself - From ""8 Mile"" Soundtrack",0.692,0.744,171.374,-4.565,0.0612,0.257,0.000423,0.359,0.00868
5wANPM4fQCJwkGd4rN57mH,drivers license,93,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,91,['pop'],SOUR,drivers license,0.561,0.431,143.875,-8.81,0.137,0.0578,1.42e-05,0.106,0.768
02MWAaffLxlfxAUY7c5dvx,Heat Waves,96,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,87,"['gauze pop', 'indietronica', 'shiver pop']",Dreamland (+ Bonus Levels),Heat Waves,0.761,0.525,80.87,-6.9,0.531,0.0944,6.7e-06,0.0921,0.44
6i0V12jOa3mr6uu4WYhUBr,Heathens,85,spotify:track:6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,85,"['modern rock', 'rock']",Heathens,Heathens,0.732,0.396,90.024,-9.348,0.548,0.0286,3.58e-05,0.105,0.0841
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),86,spotify:track:7ef4DlsgrMEH11cDZd32M6,Calvin Harris,87,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),0.791,0.862,123.994,-3.24,0.592,0.11,2.19e-05,0.0814,0.037
2iUXsYOEPhVqEBwsqP70rE,Youngblood,85,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,83,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Youngblood (Deluxe),Youngblood,0.596,0.854,120.274,-5.114,0.152,0.463,0.0,0.124,0.0169
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,84,spotify:track:1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,77,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",We Sing. We Dance. We Steal Things.,I'm Yours,0.703,0.444,150.96,-9.331,0.712,0.0417,0.0,0.0973,0.559
