track_id,track_name_x,popularity,track_uri,artist_name,artist_popularity,artist_genres,album,track_name_y,danceability,energy,tempo,loudness,valence,speechiness,instrumentalness,liveness,acousticness
0AKejOKlGdiB53QpwAeenO,Don't Wanna Know,0,spotify:track:0AKejOKlGdiB53QpwAeenO,Maroon 5,90,"['pop', 'pop rock']",Don't Wanna Know,Don't Wanna Know,0.777,0.627,100.054,-6.142,0.444,0.0792,0.0,0.0956,0.356
5jrdCoLpJSvHHorevXBATy,Dark Horse,80,spotify:track:5jrdCoLpJSvHHorevXBATy,Katy Perry,88,"['dance pop', 'pop', 'post-teen pop']",PRISM (Deluxe),Dark Horse,0.645,0.585,131.931,-6.122,0.353,0.0513,0.0,0.165,0.00314
5pY3ovFxbvAg7reGZjJQSp,I See Fire,0,spotify:track:5pY3ovFxbvAg7reGZjJQSp,Ed Sheeran,96,"['pop', 'uk pop']",x (Deluxe Edition),I See Fire,0.641,0.176,76.031,-11.692,0.297,0.0349,5.14e-06,0.252,0.638
3gbBpTdY8lnQwqxNCcf795,Pompeii,77,spotify:track:3gbBpTdY8lnQwqxNCcf795,Bastille,80,"['metropopolis', 'modern rock', 'pop', 'pop rock']",Bad Blood,Pompeii,0.679,0.715,127.435,-6.383,0.571,0.0407,0.0,0.271,0.0755
5fnA9mkIfScSqHIpeDyvck,Prayer in C - Robin Schulz Radio Edit,76,spotify:track:5fnA9mkIfScSqHIpeDyvck,Lilly Wood and The Prick,64,"['french indie pop', 'french rock']",Prayer in C,Prayer in C - Robin Schulz Radio Edit,0.763,0.875,123.013,-5.797,0.8,0.0262,5.41e-06,0.599,0.024
6RtPijgfPKROxEzTHNRiDp,Rude,85,spotify:track:6RtPijgfPKROxEzTHNRiDp,MAGIC!,71,['reggae fusion'],Don't Kill the Magic,Rude,0.773,0.758,144.033,-4.993,0.925,0.0381,0.0,0.305,0.0422
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,86,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,73,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",TALKING IS HARD,Shut Up and Dance,0.578,0.866,128.038,-3.804,0.619,0.0619,0.0,0.257,0.00701
6Knv6wdA0luoMUuuoYi2i1,My House,81,spotify:track:6Knv6wdA0luoMUuuoYi2i1,Flo Rida,82,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",My House,My House,0.688,0.702,94.006,-4.792,0.74,0.0499,0.0,0.128,0.0215
3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),85,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,Pitbull,87,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",Global Warming: Meltdown (Deluxe Version),Timber (feat. Ke$ha),0.581,0.963,129.992,-4.087,0.788,0.0981,0.0,0.139,0.0295
0gb1J5UrTpzaU1s3nupgCd,No Money,72,spotify:track:0gb1J5UrTpzaU1s3nupgCd,Galantis,80,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",No Money,No Money,0.671,0.916,126.01,-4.014,0.803,0.0397,0.00762,0.24,0.0282
2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),75,spotify:track:2CPqh63wRVscbceKcPxwvv,Mike Perry,72,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']",The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),0.632,0.575,90.037,-6.478,0.188,0.029,1.81e-06,0.104,0.0225
0fioLzGM8ngbD1w6fMmm45,I'm Not The Only One,0,spotify:track:0fioLzGM8ngbD1w6fMmm45,Sam Smith,86,"['dance pop', 'pop', 'uk pop']",In The Lonely Hour,I'm Not The Only One,0.453,0.496,80.994,-5.785,0.501,0.0453,2.65e-05,0.0772,0.554
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,85,spotify:track:0FDzzruyVECATHXKHFs9eJ,Coldplay,92,"['permanent wave', 'pop']",Ghost Stories,A Sky Full of Stars,0.545,0.675,124.97,-6.474,0.162,0.0279,0.00197,0.209,0.00617
4CGGIk81BvfCZiscwFP6t0,Sex,66,spotify:track:4CGGIk81BvfCZiscwFP6t0,Cheat Codes,78,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house']",Sex,Sex,0.51,0.692,102.42,-5.825,0.209,0.171,0.0,0.138,0.00451
2meEiZKWkiN28gITzFwQo5,Into You,6,spotify:track:2meEiZKWkiN28gITzFwQo5,Ariana Grande,93,"['dance pop', 'pop']",Dangerous Woman,Into You,0.623,0.734,107.853,-5.948,0.37,0.107,1.75e-06,0.145,0.0162
3YlrH4ydAKkxuej6F4Nnkl,This Girl (Kungs Vs. Cookin' On 3 Burners),0,spotify:track:3YlrH4ydAKkxuej6F4Nnkl,Kungs,74,"['edm', 'pop dance', 'tropical house']",This Girl (Kungs Vs. Cookin' On 3 Burners),This Girl (Kungs Vs. Cookin' On 3 Burners),0.786,0.69,122.006,-4.665,0.485,0.04,9.03e-05,0.238,0.0865
5Sf3GyLEAzJXxZ5mbCPXTu,Waves - Robin Schulz Radio Edit,4,spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu,Mr. Probz,69,"['dutch hip hop', 'tropical house']",Waves (Robin Schulz Radio Edit),Waves - Robin Schulz Radio Edit,0.829,0.51,119.993,-9.334,0.45,0.0369,0.0014,0.0829,0.00821
6N9ZOtguCnnrvwH7zD82WJ,GDFR (feat. Sage the Gemini & Lookas),63,spotify:track:6N9ZOtguCnnrvwH7zD82WJ,Flo Rida,82,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",GDFR (feat. Sage The Gemini & Lookas),GDFR (feat. Sage the Gemini & Lookas),0.657,0.827,145.889,-4.036,0.69,0.0734,0.00534,0.065,0.000704
2dLLR6qlu5UJ5gk0dKz0h3,Royals,82,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Lorde,81,"['art pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",Pure Heroine,Royals,0.674,0.428,84.878,-9.504,0.337,0.122,0.0,0.132,0.121
7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),83,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,Calvin Harris,87,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",Motion,Outside (feat. Ellie Goulding),0.646,0.823,128.035,-4.123,0.418,0.0394,0.0,0.322,0.213
7qCAVkHWZkF44OzOUKf8Cr,El Perdón (with Enrique Iglesias),78,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,Nicky Jam,87,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",Fénix,El Perdón (with Enrique Iglesias),0.628,0.69,179.908,-5.83,0.66,0.0511,0.0,0.113,0.443
6fujklziTHa8uoM5OQSfIo,Black Beatles,81,spotify:track:6fujklziTHa8uoM5OQSfIo,Rae Sremmurd,78,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",SremmLife 2 (Deluxe),Black Beatles,0.794,0.632,145.926,-6.163,0.355,0.0649,0.0,0.128,0.142
2P4OICZRVAQcYAV2JReRfj,Waiting For Love,84,spotify:track:2P4OICZRVAQcYAV2JReRfj,Avicii,85,"['dance pop', 'edm', 'pop', 'pop dance']",Stories,Waiting For Love,0.579,0.736,127.999,-3.863,0.613,0.0527,0.0,0.198,0.31
7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),82,spotify:track:7x5xYW5W42OGPAdHUyyguy,R. City,66,"['reggae fusion', 'virgin islands reggae']",What Dreams Are Made Of,Locked Away (feat. Adam Levine),0.509,0.671,118.413,-5.709,0.55,0.0678,0.0,0.0452,0.304
0NenBmcPtlaBGYAhU798G4,Problem,0,spotify:track:0NenBmcPtlaBGYAhU798G4,Ariana Grande,93,"['dance pop', 'pop']",Problem,Problem,0.653,0.802,102.993,-5.317,0.589,0.215,1.93e-05,0.108,0.0214
5kHiHWLcbsvTDtmHxBiaID,Are You With Me - Radio Edit,48,spotify:track:5kHiHWLcbsvTDtmHxBiaID,Lost Frequencies,82,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",Are You With Me (Radio Edit),Are You With Me - Radio Edit,0.776,0.574,121.03,-9.882,0.412,0.0317,7.83e-05,0.131,0.466
78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,82,spotify:track:78TTtXnFQPzwqlbtbwqN0y,Rihanna,92,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",FourFiveSeconds,FourFiveSeconds,0.582,0.272,205.846,-5.662,0.354,0.0501,0.0,0.13,0.875
3vbqb78xzvD3CJl7ZeW83c,Ain't Nobody (Loves Me Better),51,spotify:track:3vbqb78xzvD3CJl7ZeW83c,Felix Jaehn,78,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'pop rap', 'tropical house']",Ain't Nobody (Loves Me Better),Ain't Nobody (Loves Me Better),0.777,0.564,117.973,-6.967,0.465,0.0315,0.000252,0.0696,0.683
2FiSTH0GYpIioUgjfzMIja,Stay (feat. Maty Noyes),67,spotify:track:2FiSTH0GYpIioUgjfzMIja,Kygo,84,"['edm', 'pop', 'pop dance', 'tropical house']",Cloud Nine,Stay (feat. Maty Noyes),0.648,0.736,103.027,-7.948,0.378,0.0385,0.000137,0.171,0.0444
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,85,spotify:track:2bJvI42r8EF3wxjOuDav4r,Pitbull,87,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",Globalization,Time of Our Lives,0.721,0.802,124.022,-5.797,0.724,0.0583,0.0,0.694,0.0921
12KUFSHFgT0XCoiSlvdQi4,Break Free,79,spotify:track:12KUFSHFgT0XCoiSlvdQi4,Ariana Grande,93,"['dance pop', 'pop']",My Everything (Deluxe),Break Free,0.687,0.702,129.956,-5.324,0.284,0.0455,4.35e-05,0.204,0.0064
5b2bu6yyATC1zMXDGScJ2d,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",67,spotify:track:5b2bu6yyATC1zMXDGScJ2d,David Guetta,90,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",Listen (Deluxe),"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",0.596,0.73,85.979,-4.091,0.525,0.151,0.0,0.325,0.24
6kwAbEjseqBob48jCus7Sz,Elastic Heart,75,spotify:track:6kwAbEjseqBob48jCus7Sz,Sia,88,"['australian dance', 'australian pop', 'pop']",1000 Forms Of Fear,Elastic Heart,0.421,0.791,130.075,-4.998,0.499,0.0496,1.48e-05,0.146,0.0117
1CmUZGtH29Kx36C1Hleqlz,Thrift Shop (feat. Wanz),72,spotify:track:1CmUZGtH29Kx36C1Hleqlz,Macklemore & Ryan Lewis,77,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",Thrift Shop (feat. Wanz),Thrift Shop (feat. Wanz),0.781,0.526,94.992,-6.985,0.662,0.293,0.0,0.0457,0.0619
41Fflg7qHiVOD6dEPvsCzO,Worth It (feat. Kid Ink),79,spotify:track:41Fflg7qHiVOD6dEPvsCzO,Fifth Harmony,73,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",Reflection (Deluxe),Worth It (feat. Kid Ink),0.884,0.765,99.987,-3.865,0.594,0.0882,7.04e-06,0.118,0.063
0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),73,spotify:track:0lHAMNU8RGiIObScrsRgmP,David Guetta,90,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",Nothing but the Beat 2.0,Titanium (feat. Sia),0.604,0.788,126.06,-3.673,0.301,0.103,0.153,0.127,0.0678
70OTIpw8x8UXUsuCHW9i1i,Drag Me Down,1,spotify:track:70OTIpw8x8UXUsuCHW9i1i,One Direction,88,"['boy band', 'pop', 'post-teen pop', 'talent show']",Drag Me Down,Drag Me Down,0.723,0.711,138.098,-5.576,0.606,0.0378,0.0,0.0528,0.0997
6s3GEN8wK0OMzzzZbXj0fu,Hymn for the Weekend - Seeb Remix,71,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,Coldplay,92,"['permanent wave', 'pop']",Hymn for the Weekend (Seeb Remix),Hymn for the Weekend - Seeb Remix,0.565,0.849,102.034,-3.516,0.427,0.0517,4.68e-06,0.12,0.00868
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,87,spotify:track:3RiPr603aXAoi4GHyXx0uy,Coldplay,92,"['permanent wave', 'pop']",A Head Full of Dreams,Hymn for the Weekend,0.491,0.693,90.027,-6.487,0.412,0.0377,6.92e-06,0.325,0.211
5PUvinSo4MNqW7vmomGRS7,Blurred Lines,60,spotify:track:5PUvinSo4MNqW7vmomGRS7,Robin Thicke,68,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",Blurred Lines,Blurred Lines,0.861,0.504,120.0,-7.707,0.881,0.0489,1.78e-05,0.0783,0.00412
27GmP9AWRs744SzKcpJsTZ,Jumpman,77,spotify:track:27GmP9AWRs744SzKcpJsTZ,Drake,98,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",What A Time To Be Alive,Jumpman,0.852,0.553,142.079,-7.286,0.656,0.187,0.0,0.332,0.0559
1huvTbEYtgltjQRXzrNKGi,Don't,78,spotify:track:1huvTbEYtgltjQRXzrNKGi,Ed Sheeran,96,"['pop', 'uk pop']",x (Deluxe Edition),Don't,0.806,0.608,95.049,-7.008,0.849,0.0659,0.0,0.635,0.0113
69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,81,spotify:track:69uxyAqqPIsUyTO8txoP2M,Coldplay,92,"['permanent wave', 'pop']",A Head Full of Dreams,Adventure of a Lifetime,0.638,0.924,111.995,-3.887,0.53,0.036,0.000175,0.149,0.00205
1qCdYQdkWvm4cYXAuOlbyc,Locked out of Heaven,49,spotify:track:1qCdYQdkWvm4cYXAuOlbyc,Bruno Mars,92,"['dance pop', 'pop']",Unorthodox Jukebox,Locked out of Heaven,0.726,0.698,143.994,-4.165,0.867,0.0431,0.0,0.309,0.049
3XSczvk4MRteOw4Yx3lqMU,Roar,1,spotify:track:3XSczvk4MRteOw4Yx3lqMU,Katy Perry,88,"['dance pop', 'pop', 'post-teen pop']",Roar,Roar,0.667,0.791,89.956,-4.329,0.421,0.0319,1.19e-05,0.415,0.00778
3oqCnpAoHf3SDFynxx7AU4,Fancy,0,spotify:track:3oqCnpAoHf3SDFynxx7AU4,Iggy Azalea,75,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']",Fancy,Fancy,0.911,0.709,94.979,-4.139,0.365,0.0673,0.0,0.0491,0.105
4RXpgGM7A4Hg7cFBoH5KyF,Hey Brother,4,spotify:track:4RXpgGM7A4Hg7cFBoH5KyF,Avicii,85,"['dance pop', 'edm', 'pop', 'pop dance']",True,Hey Brother,0.545,0.78,125.014,-4.867,0.458,0.0436,4.64e-05,0.0828,0.0309
3zU9rdflI65tK4dkkNSp77,Heroes (we could be),76,spotify:track:3zU9rdflI65tK4dkkNSp77,Alesso,80,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Forever,Heroes (we could be),0.503,0.748,125.896,-4.124,0.356,0.0619,0.0,0.343,0.0305
14Rcq31SafFBHNEwXrtR2B,"Hold On, We're Going Home",0,spotify:track:14Rcq31SafFBHNEwXrtR2B,Drake,98,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Nothing Was The Same (Deluxe),"Hold On, We're Going Home",0.776,0.413,100.003,-7.438,0.287,0.0952,2.68e-05,0.0724,0.00415
0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),0,spotify:track:0385HqYimoTQaHZP17KwG1,Calvin Harris,87,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",18 Months,We Found Love (feat. Rihanna),0.738,0.776,127.984,-4.808,0.608,0.0392,0.0018,0.0775,0.0234
2Zb7wnGUnNPCas2E0wWSQ5,Ni**as In Paris,43,spotify:track:2Zb7wnGUnNPCas2E0wWSQ5,JAY-Z,88,"['east coast hip hop', 'hip hop', 'rap']",Watch The Throne (Deluxe),Ni**as In Paris,0.788,0.859,140.027,-5.542,0.769,0.315,0.0,0.348,0.127
48gsLPdOUEDjr7P8Wvykne,Budapest,55,spotify:track:48gsLPdOUEDjr7P8Wvykne,George Ezra,77,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop', 'pop rock']",Did You Hear the Rain?,Budapest,0.706,0.247,127.812,-17.961,0.424,0.0311,0.0,0.103,0.261
7ueP5u2qkdZbIPN2YA6LR0,Sail,79,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,AWOLNATION,67,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",Megalithic Symphony,Sail,0.826,0.436,119.051,-9.583,0.272,0.0558,0.615,0.0964,0.441
5BSndweF91KDqyxANsZcQH,Ho Hey,0,spotify:track:5BSndweF91KDqyxANsZcQH,The Lumineers,81,"['folk-pop', 'pop', 'pop rock', 'stomp and holler']",The Lumineers,Ho Hey,0.685,0.466,79.936,-9.074,0.353,0.0304,2.06e-06,0.0915,0.794
6ZSO7kPn8IMJFymyticbJO,Gold,68,spotify:track:6ZSO7kPn8IMJFymyticbJO,Kiiara,67,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop']",low kii savage,Gold,0.6,0.412,113.049,-9.343,0.408,0.344,0.0025,0.134,0.615
5NQbUaeTEOGdD6hHcre0dZ,679 (feat. Remy Boyz),80,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap,75,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",679 (feat. Remy Boyz),679 (feat. Remy Boyz),0.618,0.717,190.05,-5.738,0.603,0.318,0.0,0.625,0.00256
46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),79,spotify:track:46lFttIf5hnUZMGvjK0Wxo,Galantis,80,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Pharmacy,Runaway (U & I),0.506,0.805,126.008,-4.119,0.383,0.0469,0.00193,0.0856,0.00711
1LoriJC05IrHIDwj3q0KC1,Hands To Myself,68,spotify:track:1LoriJC05IrHIDwj3q0KC1,Selena Gomez,86,"['dance pop', 'pop', 'post-teen pop']",Revival (Deluxe),Hands To Myself,0.811,0.499,111.016,-7.161,0.466,0.118,2.44e-06,0.342,0.0147
3jfr0TF6DQcOLat8gGn7E2,Do I Wanna Know?,0,spotify:track:3jfr0TF6DQcOLat8gGn7E2,Arctic Monkeys,88,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",AM,Do I Wanna Know?,0.548,0.532,85.03,-7.596,0.405,0.0323,0.000263,0.217,0.186
7xoUc6faLbCqZO6fQEYprd,One Last Time,84,spotify:track:7xoUc6faLbCqZO6fQEYprd,Ariana Grande,93,"['dance pop', 'pop']",My Everything (Deluxe),One Last Time,0.628,0.593,125.026,-5.036,0.104,0.0323,1.65e-06,0.096,0.093
4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),1,spotify:track:4BHzQ9C00ceJxfG16AlNWb,Adele,91,"['british soul', 'pop', 'pop soul', 'uk pop']",25,Send My Love (To Your New Lover),0.69,0.524,164.023,-8.39,0.562,0.103,3.16e-06,0.17,0.0415
4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,81,spotify:track:4wCmqSrbyCgxEXROQE6vtV,Gotye,72,['australian pop'],Making Mirrors,Somebody That I Used To Know,0.864,0.495,129.062,-7.036,0.72,0.037,0.000133,0.0992,0.591
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,88,spotify:track:0nJW01T7XtvILxQgC5J7Wh,Bruno Mars,92,"['dance pop', 'pop']",Unorthodox Jukebox,When I Was Your Man,0.612,0.28,72.795,-8.648,0.387,0.0434,0.0,0.088,0.932
6ukMqDxnOPOgoHdak7Kyp3,Marvin Gaye (feat. Meghan Trainor),70,spotify:track:6ukMqDxnOPOgoHdak7Kyp3,Charlie Puth,85,"['dance pop', 'pop', 'viral pop']",Some Type of Love,Marvin Gaye (feat. Meghan Trainor),0.795,0.616,110.015,-5.281,0.815,0.06,0.0,0.349,0.417
1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame (feat. will.i.am),73,spotify:track:1X1DWw2pcNZ8zSub3uhlNz,The Script,78,"['celtic rock', 'dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rock']",#3,Hall of Fame (feat. will.i.am),0.421,0.873,84.786,-4.343,0.629,0.0564,0.0,0.123,0.0654
03gqZZavMKhWbSjdQvpF6O,Mirrors,0,spotify:track:03gqZZavMKhWbSjdQvpF6O,Justin Timberlake,83,"['dance pop', 'pop']",Mirrors,Mirrors,0.344,0.509,76.004,-6.607,0.529,0.0722,0.0,0.083,0.24
2Foc5Q5nqNiosCNqttzHof,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,87,spotify:track:2Foc5Q5nqNiosCNqttzHof,Daft Punk,84,"['electro', 'filter house']",Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,0.794,0.811,116.047,-8.966,0.862,0.038,1.07e-06,0.101,0.0426
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,81,spotify:track:2V65y3PX4DkRhy1djlxd9p,Swedish House Mafia,79,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",Don't You Worry Child,Don't You Worry Child - Radio Edit,0.612,0.84,129.042,-3.145,0.438,0.0509,0.0,0.116,0.112
0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,78,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,Rihanna,92,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",Bitch Better Have My Money,Bitch Better Have My Money,0.781,0.728,102.99,-4.981,0.395,0.0621,1.94e-06,0.257,0.0509
1qHaLcG3LOeh6ZB8vii5ZZ,Just Give Me a Reason,0,spotify:track:1qHaLcG3LOeh6ZB8vii5ZZ,P!nk,84,"['dance pop', 'pop', 'post-teen pop']",The Truth About Love,Just Give Me a Reason,0.778,0.547,95.002,-7.273,0.441,0.0489,0.000302,0.132,0.346
0ct6r3EGTcMLPtrXHDvVjc,The Nights,90,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,Avicii,85,"['dance pop', 'edm', 'pop', 'pop dance']",The Days / Nights,The Nights,0.527,0.835,125.983,-5.298,0.654,0.0433,0.0,0.249,0.0166
5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars)",82,spotify:track:5HQVUIKwCEXpe7JIHyY734,Snoop Dogg,88,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']","Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",0.715,0.655,95.078,-6.425,0.531,0.137,0.0,0.115,0.0525
6ol4ZSifr7r3Lb2a9L5ZAB,Call Me Maybe,54,spotify:track:6ol4ZSifr7r3Lb2a9L5ZAB,Carly Rae Jepsen,75,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Call Me Maybe,Call Me Maybe,0.783,0.584,120.031,-6.572,0.632,0.0409,2.91e-06,0.108,0.0109
0uZ0orE84drZZzPKxCWSmR,Little Talks,0,spotify:track:0uZ0orE84drZZzPKxCWSmR,Of Monsters and Men,73,"['folk-pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']",Into The Woods,Little Talks,0.455,0.786,103.172,-5.16,0.416,0.0338,0.0,0.145,0.0234
6splO3UF8hSmK33y5fJTNk,Lay It All on Me (feat. Ed Sheeran),62,spotify:track:6splO3UF8hSmK33y5fJTNk,Rudimental,73,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",We the Generation,Lay It All on Me (feat. Ed Sheeran),0.669,0.747,122.531,-7.108,0.483,0.0428,0.0,0.185,0.141
1wYZZtamWTQAoj8B812uKQ,Here,71,spotify:track:1wYZZtamWTQAoj8B812uKQ,Alessia Cara,80,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Know-It-All (Deluxe),Here,0.376,0.821,120.462,-3.974,0.331,0.104,0.0,0.0823,0.0785
7l94dyN2hX9c6wWcZQuOGJ,Dangerous Woman,4,spotify:track:7l94dyN2hX9c6wWcZQuOGJ,Ariana Grande,93,"['dance pop', 'pop']",Dangerous Woman,Dangerous Woman,0.664,0.602,134.049,-5.369,0.289,0.0412,0.0,0.356,0.0529
7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),79,spotify:track:7a86XRg84qjasly9f6bPSD,fun.,72,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock', 'rock']",Some Nights,We Are Young (feat. Janelle Monáe),0.378,0.638,184.086,-5.576,0.735,0.075,7.66e-05,0.0849,0.02
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,86,spotify:track:15JINEqzVMv3SvJTAXAKED,Eminem,95,"['detroit hip hop', 'hip hop', 'rap']",Recovery,Love The Way You Lie,0.749,0.925,86.989,-5.034,0.641,0.227,0.0,0.52,0.241
67awxiNHNyjMXhVgsHuIrs,Turn Down for What,75,spotify:track:67awxiNHNyjMXhVgsHuIrs,DJ Snake,82,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",Turn Down for What,Turn Down for What,0.818,0.799,100.014,-4.1,0.0815,0.156,0.128,0.057,0.00107
04aAxqtGp5pv12UXAg4pkq,Centuries,85,spotify:track:04aAxqtGp5pv12UXAg4pkq,Fall Out Boy,82,"['emo', 'modern rock', 'rock']",American Beauty/American Psycho,Centuries,0.393,0.858,176.042,-2.868,0.56,0.0729,0.0,0.102,0.00359
2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,83,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,Miley Cyrus,87,"['dance pop', 'pop', 'post-teen pop']",Bangerz (Deluxe Version),We Can't Stop,0.613,0.622,80.003,-5.794,0.484,0.0334,0.0,0.37,0.00882
7LcfRTgAVTs5pQGEQgUEzN,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",74,spotify:track:7LcfRTgAVTs5pQGEQgUEzN,Maroon 5,90,"['pop', 'pop rock']",Hands All Over,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",0.722,0.758,128.047,-4.477,0.62,0.0471,0.0,0.308,0.0111
1VdZ0vKfR5jneCmWIUAMxK,The A Team,80,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,Ed Sheeran,96,"['pop', 'uk pop']",+,The A Team,0.642,0.289,84.996,-9.918,0.407,0.0367,0.0,0.18,0.669
6KuHjfXHkfnIjdmcIvt9r0,On Top Of The World,71,spotify:track:6KuHjfXHkfnIjdmcIvt9r0,Imagine Dragons,92,"['modern rock', 'rock']",Night Visions (Deluxe),On Top Of The World,0.635,0.926,100.048,-5.589,0.761,0.151,4.53e-06,0.0928,0.0893
4CpKEkdGbOJV51cSvx7SoG,Controlla,1,spotify:track:4CpKEkdGbOJV51cSvx7SoG,Drake,98,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Views,Controlla,0.611,0.468,92.092,-11.084,0.349,0.179,0.0,0.101,0.0781
